,A,B,C,D,E,F
3794,22,6,2,16,9,21
3795,17,8,5,20,1,2
3796,15,4,1,18,7,20
3797,8,2,5,3,10,6
3798,12,10,14,2,3,23
3799,19,16,7,2,18,12
3800,10,2,12,15,16,22
3801,5,20,18,4,3,7
3802,21,1,15,19,10,11
3803,14,23,3,7,17,2
3804,6,18,22,24,16,10
3805,12,2,22,13,20,3
3806,14,8,10,24,5,19
3807,8,12,24,11,2,17
3808,24,15,21,8,13,3
3809,9,12,23,18,15,20
3810,13,18,6,11,2,20
3811,2,4,21,15,13,1
3812,1,18,13,5,21,6
3813,12,8,24,17,19,14
3814,14,24,3,20,15,23
3815,12,6,16,9,21,14
3816,9,12,21,19,7,4
3817,18,6,10,4,1,8
3818,20,22,9,4,1,16
3819,10,15,24,7,11,17
3820,11,20,19,16,12,13
3821,13,22,16,8,23,20
3822,9,20,1,5,3,24
3823,12,4,6,7,17,11
3824,21,5,19,23,1,10
3825,12,21,15,3,20,9
3826,19,1,7,3,13,15
3827,19,6,12,22,1,3
3828,21,11,12,23,20,1
3829,17,4,24,11,21,1
3830,24,4,9,14,19,15
3831,3,8,19,24,15,17
3832,19,15,8,6,3,5
3833,24,11,8,18,17,7
3834,5,1,24,16,3,11
3835,14,23,10,16,15,6
3836,14,22,12,20,2,1
3837,23,11,15,2,10,17
3838,4,20,14,8,3,6
3839,1,13,21,3,4,8
3840,6,8,18,24,9,15
3841,5,8,17,11,15,9
3842,23,20,10,18,1,16
3843,11,17,13,9,22,19
3844,10,11,2,7,24,20
3845,5,15,14,16,21,8
3846,15,20,12,24,8,21
3847,16,4,24,3,14,6
3848,24,10,13,16,1,12
3849,2,14,8,6,19,21
3850,13,11,21,17,12,3
3851,23,22,12,10,11,18
3852,12,13,21,8,15,24
3853,4,23,3,21,22,1
3854,14,17,6,8,19,10
3855,24,3,21,1,19,23
3856,2,6,23,22,10,8
3857,20,6,13,23,4,21
3858,13,11,4,21,9,8
3859,22,19,7,18,21,14
3860,12,22,1,2,14,13
3861,15,8,20,6,22,2
3862,22,18,4,17,1,20
3863,11,18,17,2,3,5
3864,8,18,6,19,9,17
3865,7,1,9,21,15,3
3866,3,21,9,12,16,15
3867,9,21,13,16,4,1
3868,13,11,12,23,22,7
3869,11,9,21,13,16,23
3870,17,3,16,4,18,8
3871,19,2,16,23,24,10
3872,10,9,24,3,8,7
3873,5,14,12,1,17,20
3874,24,11,19,9,23,14
3875,15,11,14,4,23,10
3876,22,4,24,8,5,7
3877,20,14,16,11,9,13
3878,12,1,6,22,5,9
3879,16,8,6,19,15,20
3880,16,18,21,13,6,20
3881,19,17,18,13,10,12
3882,2,18,8,20,4,21
3883,12,21,6,19,14,1
3884,22,17,1,10,24,7
3885,18,19,17,7,10,16
3886,20,19,10,11,6,7
3887,4,21,9,12,14,18
3888,2,8,23,5,6,11
3889,8,1,20,12,2,17
3890,19,13,20,9,6,24
3891,2,1,5,16,4,24
3892,12,7,4,8,5,18
3893,11,15,16,7,18,5
3894,16,10,2,24,21,15
3895,1,6,5,20,19,9
3896,12,24,10,14,21,2
3897,19,16,5,14,23,15
3898,19,13,6,3,24,11
3899,6,4,7,21,9,11
3900,9,13,15,11,7,21
3901,5,13,17,20,12,7
3902,7,13,1,4,16,2
3903,21,7,14,11,19,5
3904,8,16,12,11,18,17
3905,5,6,2,20,23,24
3906,21,2,7,13,3,20
3907,13,12,21,19,18,23
3908,18,7,11,21,6,4
3909,12,2,14,5,9,3
3910,23,10,9,19,15,1
3911,15,11,1,3,2,5
3912,20,22,18,23,21,2
3913,5,10,8,15,11,1
3914,21,2,12,8,13,22
3915,17,2,11,3,14,18
3916,22,7,3,23,9,24
3917,23,17,5,10,24,1
3918,21,22,4,12,23,2
3919,16,20,4,23,1,5
3920,10,2,21,18,3,15
3921,8,3,10,24,19,5
3922,5,11,12,6,8,20
3923,20,16,22,4,14,24
3924,13,15,22,9,21,1
3925,12,4,10,14,21,1
3926,7,6,9,23,16,19
3927,23,20,3,15,22,2
3928,22,8,24,6,21,17
3929,17,4,2,7,5,22
3930,15,23,21,18,24,20
3931,12,16,20,1,22,21
3932,13,9,23,22,18,15
3933,5,1,24,7,11,10
3934,23,8,9,16,22,19
3935,22,13,6,24,15,18
3936,19,11,7,18,20,8
3937,12,7,16,2,5,6
3938,1,7,2,5,4,19
3939,15,10,17,21,6,22
3940,5,7,18,23,3,8
3941,8,11,2,15,14,3
3942,3,15,23,2,16,4
3943,12,22,17,8,11,15
3944,10,11,23,3,15,4
3945,4,16,23,3,20,24
3946,13,18,23,17,15,12
3947,1,8,18,24,11,7
3948,8,16,15,14,12,17
3949,10,4,13,9,17,8
3950,20,22,5,24,7,11
3951,1,11,10,24,4,19
3952,16,14,23,1,5,11
3953,6,20,10,24,15,1
3954,24,6,12,13,11,18
3955,17,6,24,22,19,15
3956,2,1,6,18,8,19
3957,21,13,23,10,9,20
3958,23,11,24,8,16,5
3959,24,8,11,6,2,23
3960,9,17,2,20,22,3
3961,17,24,13,6,5,7
3962,23,17,7,13,12,24
3963,22,1,21,5,3,2
3964,5,22,24,14,2,1
3965,6,1,13,11,19,22
3966,22,6,11,19,21,9
3967,2,4,19,24,1,16
3968,18,13,15,2,16,10
3969,15,1,18,5,17,20
3970,11,6,4,8,12,23
3971,19,4,14,15,17,5
3972,24,13,18,7,17,10
3973,24,5,20,9,13,16
3974,8,16,23,1,2,13
3975,1,17,18,6,9,2
3976,11,19,1,15,21,17
3977,13,15,7,17,24,1
3978,9,2,12,7,21,19
3979,22,11,10,2,14,15
3980,1,18,9,14,2,12
3981,11,23,12,9,4,16
3982,24,16,7,1,2,5
3983,18,23,16,19,2,13
3984,17,7,22,1,5,21
3985,3,8,9,10,13,7
3986,17,16,7,14,8,21
3987,5,7,6,24,21,23
3988,1,7,19,11,8,2
3989,20,9,3,13,1,18
3990,14,15,11,23,7,1
3991,23,12,18,15,6,17
3992,19,16,15,7,11,14
3993,16,2,19,24,15,23
3994,6,9,7,22,11,17
3995,15,24,4,18,2,10
3996,1,12,24,23,2,21
3997,15,24,16,3,6,10
3998,12,16,3,20,23,15
3999,13,7,18,6,9,15
4000,12,18,15,23,13,16
4001,4,1,20,17,16,5
4002,14,21,2,9,18,10
4003,16,20,5,13,9,23
4004,15,22,12,20,17,24
4005,3,17,13,23,10,14
4006,20,13,7,9,2,12
4007,2,14,4,9,10,16
4008,4,2,19,3,9,14
4009,2,15,14,12,11,20
4010,24,8,3,9,1,18
4011,15,6,7,10,14,9
4012,16,15,9,11,19,21
4013,14,2,4,20,22,16
4014,13,20,24,17,12,19
4015,15,3,5,21,8,11
4016,5,14,4,22,15,10
4017,14,1,24,3,22,12
4018,22,4,23,2,16,10
4019,10,7,2,3,21,8
4020,22,11,6,14,23,21
4021,10,6,1,22,3,24
4022,23,1,7,6,13,12
4023,14,4,23,6,15,20
4024,10,17,15,5,6,21
4025,1,10,5,7,18,3
4026,18,2,23,6,8,14
4027,18,8,24,15,23,12
4028,19,3,15,22,21,11
4029,6,15,1,18,9,22
4030,11,17,14,8,24,3
4031,9,17,23,24,13,18
4032,9,18,11,10,20,4
4033,1,23,20,9,5,18
4034,1,7,15,23,14,9
4035,11,4,23,2,18,1
4036,12,10,23,11,21,9
4037,12,2,17,1,6,21
4038,9,24,3,20,7,11
4039,12,14,5,1,4,20
4040,9,22,20,11,5,23
4041,19,16,21,14,6,18
4042,6,14,24,5,18,21
4043,13,19,23,21,24,5
4044,4,21,20,2,14,3
4045,8,3,5,4,19,23
4046,7,12,23,5,24,1
4047,21,22,1,17,23,3
4048,4,6,24,13,20,18
4049,12,13,20,4,7,9
4050,18,17,19,3,24,23
4051,3,19,1,22,7,16
4052,4,17,7,6,24,16
4053,14,2,3,13,12,6
4054,16,11,17,10,5,24
4055,12,20,16,13,14,24
4056,9,7,14,17,10,12
4057,7,8,1,18,10,2
4058,5,23,11,4,16,2
4059,21,16,15,17,2,8
4060,22,2,8,18,7,1
4061,16,13,20,18,8,1
4062,24,16,20,8,2,11
4063,4,23,21,22,19,20
4064,12,10,15,7,18,23
4065,2,1,24,3,22,11
4066,19,23,16,20,14,24
4067,5,14,3,15,11,18
4068,4,11,16,12,24,10
4069,3,24,2,5,10,6
4070,3,1,5,8,9,22
4071,17,14,15,10,18,13
4072,24,1,19,9,21,5
4073,8,20,18,24,7,19
4074,5,9,3,17,16,1
4075,18,23,12,10,16,17
4076,15,22,18,20,4,9
4077,20,15,2,10,5,6
4078,8,10,11,5,22,17
4079,9,4,8,16,3,6
4080,7,6,21,16,9,11
4081,7,5,15,23,9,17
4082,10,5,7,1,15,11
4083,18,22,9,19,13,20
4084,22,8,13,11,15,10
4085,13,23,18,11,6,4
4086,10,16,21,13,9,15
4087,10,19,23,11,16,2
4088,11,13,8,18,20,5
4089,7,1,2,13,9,10
4090,3,17,18,6,10,22
4091,8,15,16,13,24,20
4092,7,12,17,11,4,20
4093,18,13,9,2,7,15
4094,9,11,1,7,18,22
4095,14,9,18,23,7,10
4096,3,22,5,15,24,17
4097,7,24,6,18,23,17
4098,18,21,23,7,5,24
4099,8,17,16,21,9,11
4100,20,14,11,18,19,21
4101,2,1,11,10,23,3
4102,11,12,4,14,13,9
4103,18,14,8,12,23,22
4104,22,24,13,2,11,15
4105,3,23,20,5,12,2
4106,8,10,18,14,6,2
4107,15,21,8,16,2,4
4108,17,11,18,7,24,1
4109,23,3,8,4,16,17
4110,10,7,11,15,9,6
4111,19,16,4,22,15,20
4112,8,19,14,4,24,21
4113,24,13,10,22,3,7
4114,8,11,21,12,17,24
4115,15,8,2,4,1,11
4116,3,4,6,13,7,2
4117,14,10,19,11,20,2
4118,21,8,10,15,20,5
4119,11,9,8,2,5,6
4120,15,8,19,13,21,22
4121,12,11,9,20,5,3
4122,23,13,6,8,7,11
4123,23,17,1,24,18,5
4124,11,16,24,1,22,3
4125,21,9,2,1,14,19
4126,18,13,24,15,4,11
4127,23,22,1,9,16,18
4128,17,13,23,10,14,15
4129,18,16,13,1,24,6
4130,1,14,4,18,19,8
4131,4,9,7,20,1,6
4132,19,18,21,22,15,7
4133,7,11,19,20,13,22
4134,17,14,3,23,7,18
4135,23,10,19,4,7,15
4136,10,6,23,18,8,14
4137,14,11,13,24,9,16
4138,11,12,19,22,6,14
4139,7,21,23,13,12,10
4140,13,22,7,5,12,20
4141,19,15,6,2,24,17
4142,24,13,8,1,7,12
4143,11,20,9,3,15,21
4144,3,7,9,2,11,22
4145,12,8,18,23,14,5
4146,15,23,13,5,22,18
4147,5,23,24,2,16,4
4148,7,11,16,14,22,15
4149,5,24,20,16,11,3
4150,11,24,5,10,17,7
4151,19,16,20,7,21,14
4152,14,23,12,3,22,4
4153,22,9,20,14,6,7
4154,16,1,13,22,17,9
4155,20,5,21,2,16,22
4156,17,15,10,1,2,12
4157,9,1,14,22,8,11
4158,14,9,18,10,21,2
4159,11,10,16,24,4,7
4160,4,3,2,17,15,10
4161,6,5,7,14,12,8
4162,1,6,15,13,3,12
4163,7,24,22,16,4,6
4164,9,4,21,7,16,12
4165,7,8,18,21,1,10
4166,4,12,2,13,16,9
4167,6,3,16,21,9,4
4168,20,4,19,6,24,18
4169,15,1,19,20,16,14
4170,7,6,9,17,2,1
4171,1,24,5,13,2,21
4172,24,3,1,21,17,11
4173,8,5,10,23,22,20
4174,10,12,20,9,8,23
4175,10,13,4,2,16,9
4176,6,15,18,8,2,23
4177,8,14,4,22,24,19
4178,2,5,22,14,7,15
4179,13,7,17,12,5,6
4180,10,8,24,3,12,20
4181,2,11,19,4,16,13
4182,14,16,11,22,7,20
4183,9,2,24,14,19,22
4184,18,13,6,2,5,11
4185,1,4,8,15,13,5
4186,18,5,22,15,12,2
4187,6,8,1,7,24,9
4188,24,13,16,18,10,4
4189,3,17,21,9,20,7
4190,14,23,9,10,3,20
4191,20,23,1,8,11,13
4192,6,9,12,7,10,11
4193,3,16,5,11,23,15
4194,18,19,10,21,11,4
4195,3,14,2,16,24,6
4196,24,2,15,20,14,23
4197,11,14,6,4,10,21
4198,13,9,20,17,21,18
4199,9,6,8,2,22,18
4200,23,8,24,6,22,18
4201,12,20,11,10,13,6
4202,13,21,24,14,1,18
4203,1,22,10,17,4,7
4204,6,13,3,1,4,10
4205,3,12,4,16,21,10
4206,17,19,12,20,16,3
4207,11,20,3,4,6,23
4208,13,23,12,1,15,16
4209,23,12,1,16,13,18
4210,18,8,10,11,16,14
4211,22,18,9,7,8,5
4212,10,24,4,2,17,23
4213,24,2,3,10,7,1
4214,24,18,8,19,15,23
4215,5,15,4,1,23,20
4216,24,23,7,21,15,1
4217,11,13,22,20,4,12
4218,6,4,9,10,14,19
4219,19,14,5,21,22,13
4220,12,2,23,8,15,19
4221,17,5,15,20,4,6
4222,18,4,10,24,7,22
4223,22,10,2,16,13,3
4224,21,12,14,4,1,8
4225,21,4,2,20,17,3
4226,3,16,24,13,21,23
4227,23,7,3,22,18,4
4228,14,9,8,2,15,17
4229,12,10,23,7,1,17
4230,6,24,4,12,14,23
4231,5,1,21,8,24,3
4232,23,19,13,6,12,17
4233,22,4,23,3,8,6
4234,19,11,9,7,17,3
4235,3,2,6,22,5,20
4236,20,16,2,12,11,24
4237,2,11,20,19,23,17
4238,16,2,5,4,20,19
4239,14,9,13,20,21,15
4240,8,24,7,4,1,16
4241,12,19,9,18,3,16
4242,23,15,10,11,7,21
4243,21,12,13,14,23,19
4244,9,14,13,2,5,18
4245,23,24,21,9,8,3
4246,13,18,21,11,15,3
4247,14,2,8,4,23,16
4248,20,5,21,2,22,13
4249,18,24,9,13,3,12
4250,20,18,11,14,10,24
4251,11,12,23,10,13,5
4252,19,2,5,8,13,14
4253,15,6,16,5,2,20
4254,2,10,18,17,9,15
4255,1,18,6,15,12,21
4256,9,11,24,18,20,23
4257,19,23,5,3,20,21
4258,24,3,15,1,16,7
4259,11,3,10,14,13,23
4260,17,1,5,13,21,4
4261,21,18,11,14,23,12
4262,17,8,19,24,13,6
4263,21,11,22,9,6,12
4264,18,16,9,5,11,2
4265,22,1,2,12,23,21
4266,22,12,14,20,5,16
4267,5,1,20,2,13,19
4268,5,8,11,22,3,21
4269,3,10,21,22,2,12
4270,18,7,24,16,21,23
4271,20,7,22,11,12,10
4272,11,7,20,13,22,5
4273,17,6,7,16,24,15
4274,3,2,14,4,5,24
4275,20,4,19,14,8,17
4276,6,9,1,23,20,5
4277,1,11,21,24,8,9
4278,11,10,14,9,2,24
4279,17,6,19,24,14,2
4280,4,24,22,14,20,3
4281,13,22,17,3,15,1
4282,13,12,17,24,18,2
4283,14,3,12,23,15,9
4284,18,20,9,3,5,19
4285,2,10,3,18,1,20
4286,21,22,24,7,2,9
4287,12,17,15,16,8,7
4288,8,10,19,21,13,5
4289,9,16,24,5,7,20
4290,9,16,4,10,6,3
4291,7,18,8,11,21,23
4292,5,10,6,11,18,12
4293,19,11,24,17,22,1
4294,17,15,18,14,21,12
4295,16,6,11,13,7,3
4296,16,8,6,15,11,19
4297,11,3,14,8,22,1
4298,11,15,1,7,23,24
4299,14,2,1,10,15,16
4300,17,11,15,7,13,14
4301,24,23,21,13,1,22
4302,14,11,22,21,20,13
4303,23,15,14,16,9,7
4304,19,1,23,4,8,16
4305,18,4,23,12,16,22
4306,7,3,19,11,13,10
4307,18,9,21,13,7,16
4308,19,4,10,7,8,22
4309,8,6,24,13,9,23
4310,23,8,24,16,10,19
4311,6,7,11,12,15,21
4312,18,11,3,6,12,9
4313,19,12,22,24,14,10
4314,20,12,7,19,16,4
4315,1,7,23,13,8,3
4316,24,13,18,11,15,23
4317,1,14,20,16,5,11
4318,7,24,20,18,21,1
4319,6,18,5,24,14,15
4320,2,5,12,13,23,9
4321,3,10,14,16,15,9
4322,16,23,19,17,7,15
4323,10,2,16,8,14,18
4324,3,6,15,21,18,12
4325,14,2,3,15,9,4
4326,10,1,23,12,15,13
4327,2,10,4,5,16,15
4328,20,14,12,16,10,2
4329,11,18,7,6,3,14
4330,19,1,13,14,4,8
4331,4,6,18,2,8,12
4332,12,10,3,2,17,7
4333,8,9,5,22,7,4
4334,24,8,9,17,16,10
4335,4,23,19,10,24,5
4336,4,17,16,1,6,12
4337,20,15,13,1,4,7
4338,2,4,1,7,13,15
4339,9,22,24,6,4,12
4340,18,23,4,2,22,24
4341,11,21,4,2,18,3
4342,24,15,11,21,20,6
4343,10,4,21,23,12,11
4344,1,7,2,13,8,5
4345,6,12,18,19,21,16
4346,12,20,16,5,11,1
4347,11,10,4,17,19,6
4348,3,20,19,18,10,17
4349,13,11,2,18,21,16
4350,19,1,12,3,2,6
4351,7,24,16,3,2,8
4352,17,2,15,3,4,14
4353,11,20,12,8,1,5
4354,23,6,20,18,16,2
4355,22,20,6,2,4,19
4356,22,5,2,8,17,23
4357,4,16,22,3,15,12
4358,4,14,7,13,20,12
4359,7,5,16,10,2,1
4360,10,9,7,22,3,16
4361,16,19,1,6,12,11
4362,3,18,16,8,13,19
4363,23,19,9,22,5,24
4364,3,9,23,5,16,6
4365,20,9,14,22,10,24
4366,22,4,15,9,2,17
4367,23,4,5,2,16,15
4368,1,14,21,11,16,19
4369,20,13,12,19,16,21
4370,22,13,3,12,21,16
4371,4,7,19,24,22,18
4372,17,3,9,15,20,19
4373,6,16,12,1,20,15
4374,21,17,24,10,2,13
4375,24,9,4,8,19,7
4376,20,3,10,12,7,18
4377,5,15,24,9,13,7
4378,16,3,10,14,9,15
4379,12,17,16,13,2,15
4380,3,1,15,17,7,2
4381,19,8,14,4,24,2
4382,2,6,3,9,7,20
4383,9,21,20,1,7,11
4384,2,9,14,10,4,22
4385,21,8,1,17,20,6
4386,21,11,19,13,6,18
4387,3,14,16,7,15,13
4388,7,6,20,8,11,15
4389,19,22,23,7,4,9
4390,23,10,16,2,1,21
4391,11,13,21,2,20,14
4392,5,23,11,24,9,4
4393,17,7,5,4,12,9
4394,11,14,19,20,1,15
4395,2,9,15,21,23,6
4396,7,23,12,3,21,4
4397,23,11,20,2,1,22
4398,3,12,10,14,1,16
4399,24,7,17,22,6,21
4400,1,7,23,12,16,6
4401,11,15,4,21,16,9
4402,14,2,19,16,18,15
4403,12,22,19,20,1,6
4404,12,4,6,3,15,11
4405,6,23,15,22,16,11
4406,8,23,10,24,15,16
4407,5,15,3,7,9,4
4408,7,15,23,8,10,21
4409,4,3,17,21,15,12
4410,2,10,16,7,4,15
4411,12,19,13,22,15,8
4412,14,13,8,15,18,19
4413,15,7,17,4,24,20
4414,2,14,8,9,22,18
4415,20,14,12,11,8,22
4416,2,22,23,21,14,8
4417,18,10,4,6,21,15
4418,15,10,21,3,4,16
4419,21,23,5,22,18,13
4420,4,1,11,2,3,22
4421,18,4,15,22,11,16
4422,15,8,21,13,20,7
4423,11,7,5,16,10,18
4424,17,13,20,16,7,14
4425,22,18,8,12,9,24
4426,8,16,1,11,5,15
4427,7,13,16,22,24,9
4428,3,15,12,9,13,5
4429,8,12,11,13,23,24
4430,19,18,13,9,6,7
4431,21,3,1,23,5,7
4432,22,9,23,20,13,2
4433,9,12,15,20,16,17
4434,15,6,10,24,16,19
4435,4,16,7,3,12,14
4436,13,10,24,9,4,21
4437,14,5,7,22,11,6
4438,11,4,19,17,15,24
4439,19,4,22,3,9,14
4440,10,8,18,9,3,17
4441,14,6,24,1,8,17
4442,6,24,22,13,9,11
4443,23,1,10,16,11,24
4444,24,17,13,21,22,6
4445,9,14,23,5,10,16
4446,13,16,17,3,4,14
4447,17,5,23,24,19,8
4448,11,17,20,16,3,2
4449,1,19,16,11,7,20
4450,17,11,24,10,19,13
4451,21,7,9,1,10,18
4452,24,4,3,7,5,10
4453,18,3,20,12,7,17
4454,8,22,11,23,13,6
4455,11,12,22,19,4,3
4456,20,21,9,7,13,22
4457,6,5,11,13,4,23
4458,1,18,11,3,5,23
4459,6,4,21,18,17,11
4460,15,21,12,1,18,9
4461,15,13,2,16,14,9
4462,10,19,14,21,12,13
4463,5,14,2,1,23,21
4464,17,12,7,2,24,4
4465,13,5,20,3,6,2
4466,20,8,1,23,4,2
4467,7,13,20,18,4,17
4468,22,23,3,17,12,9
4469,8,19,1,2,24,14
4470,4,7,24,20,15,12
4471,19,9,12,13,18,8
4472,5,10,3,9,21,4
4473,1,11,18,12,21,8
4474,4,17,8,3,10,21
4475,9,24,4,12,10,7
4476,12,19,7,15,4,21
4477,23,24,8,12,9,16
4478,21,4,5,11,16,17
4479,1,13,15,11,3,12
4480,4,9,11,1,15,24
4481,15,23,18,14,16,11
4482,20,24,15,17,8,19
4483,4,17,13,5,16,1
4484,14,3,19,10,23,5
4485,4,15,3,11,20,12
4486,10,13,20,15,19,16
4487,18,10,6,19,8,22
4488,12,22,9,15,6,20
4489,18,4,23,12,8,14
4490,8,1,3,17,20,4
4491,19,8,12,7,5,20
4492,18,20,1,24,4,6
4493,21,18,6,12,8,20
4494,16,12,5,14,20,1
4495,5,15,22,24,14,17
4496,15,6,18,11,13,19
4497,1,9,12,2,18,22
4498,14,13,11,7,15,18
4499,6,17,23,1,24,4
4500,19,18,20,2,17,8
4501,17,11,12,4,23,16
4502,2,22,12,14,13,17
4503,11,16,24,6,17,10
4504,11,23,15,17,10,18
4505,18,7,6,9,4,8
4506,11,17,19,13,1,14
4507,23,24,8,19,22,18
4508,14,18,19,24,2,17
4509,3,24,21,11,12,8
4510,14,15,11,4,10,1
4511,4,19,21,17,13,23
4512,18,21,24,7,15,22
4513,20,19,1,9,24,23
4514,7,8,24,4,5,13
4515,22,10,4,17,7,11
4516,3,17,24,11,22,23
4517,14,7,8,1,17,22
4518,19,14,8,9,24,1
4519,8,10,23,9,15,17
4520,6,19,7,1,16,17
4521,20,5,12,23,14,15
4522,16,3,13,2,22,15
4523,13,4,21,8,9,11
4524,20,13,21,11,14,22
4525,6,9,19,22,11,20
4526,24,6,21,20,16,14
4527,9,18,19,7,20,17
4528,13,15,9,3,24,16
4529,14,3,19,20,16,2
4530,5,19,7,6,13,21
4531,22,11,24,19,16,12
4532,4,9,12,10,7,6
4533,20,19,10,12,3,21
4534,3,2,11,23,6,14
4535,3,8,19,22,4,23
4536,19,2,20,21,22,5
4537,16,24,17,6,8,1
4538,21,4,3,11,1,20
4539,16,8,4,19,6,9
4540,2,14,16,20,17,13
4541,23,2,17,13,20,7
4542,10,19,22,9,20,7
4543,19,16,8,10,6,7
4544,10,24,5,8,11,22
4545,6,24,14,23,7,21
4546,14,3,12,1,22,2
4547,18,3,2,17,7,12
4548,7,12,16,20,11,13
4549,22,18,6,19,23,20
4550,15,8,16,20,6,4
4551,22,23,1,14,15,17
4552,9,19,12,1,24,7
4553,13,18,22,15,21,16
4554,17,15,9,4,1,22
4555,21,8,12,2,13,22
4556,10,20,14,24,12,9
4557,8,9,2,22,3,1
4558,13,21,18,8,12,16
4559,18,3,24,13,23,8
4560,24,6,16,1,2,7
4561,15,24,10,12,11,6
4562,15,8,5,4,23,10
4563,8,3,20,5,2,22
4564,7,20,5,4,16,11
4565,20,13,21,14,18,17
4566,11,22,18,16,7,4
4567,18,11,6,9,4,3
4568,8,1,17,2,24,16
4569,8,15,5,21,22,16
4570,6,15,18,10,4,1
4571,22,2,18,4,24,5
4572,22,9,11,19,12,15
4573,5,20,3,2,1,16
4574,5,12,10,19,7,2
4575,8,23,17,16,18,5
4576,6,17,8,2,9,23
4577,5,13,10,6,3,12
4578,15,8,10,2,16,21
4579,9,5,2,17,20,13
4580,6,13,5,9,1,21
4581,11,19,3,17,2,22
4582,17,10,14,22,6,24
4583,2,11,12,17,24,3
4584,7,4,14,16,12,24
4585,18,19,4,9,8,10
4586,3,2,12,18,13,17
4587,5,12,13,17,23,15
4588,3,19,23,14,15,4
4589,17,20,1,14,10,6
4590,12,19,22,13,21,2
4591,5,17,14,23,18,13
4592,22,11,9,7,12,14
4593,3,16,23,21,11,20
4594,19,9,22,14,17,24
4595,3,22,4,14,6,10
4596,15,4,9,12,17,8
4597,5,9,19,3,15,16
4598,9,19,23,14,4,13
4599,13,20,15,7,18,16
4600,15,1,20,22,19,18
4601,23,24,15,3,1,19
4602,7,9,4,1,23,19
4603,16,12,7,1,24,20
4604,9,4,19,23,16,15
4605,9,7,4,8,6,12
4606,11,15,8,13,6,5
4607,4,11,22,5,7,13
4608,22,20,13,11,15,21
4609,18,14,2,24,17,9
4610,22,15,9,10,16,19
4611,17,19,13,3,18,24
4612,13,21,3,2,23,9
4613,23,1,15,17,2,11
4614,1,20,12,5,15,10
4615,9,7,10,4,18,20
4616,4,1,22,5,12,7
4617,16,8,23,19,5,2
4618,18,7,10,22,4,19
4619,9,5,13,6,8,15
4620,6,1,7,19,22,11
4621,6,13,22,20,4,17
4622,6,19,24,11,13,7
4623,20,3,23,2,9,8
4624,21,1,20,18,5,13
4625,10,20,5,15,24,1
4626,12,17,15,24,13,11
4627,19,1,15,6,17,14
4628,19,11,6,7,16,20
4629,2,11,8,18,10,20
4630,11,23,7,2,19,12
4631,16,19,3,4,22,21
4632,13,23,6,19,24,3
4633,16,13,20,17,9,7
4634,23,5,20,14,11,4
4635,6,7,17,18,19,16
4636,4,19,3,13,22,11
4637,17,15,12,16,2,21
4638,4,5,7,13,17,3
4639,16,24,7,23,17,8
4640,4,19,21,1,24,13
4641,10,16,11,15,24,17
4642,18,23,5,19,4,15
4643,8,19,11,13,5,23
4644,2,12,3,17,18,23
4645,11,10,7,14,2,19
4646,21,11,23,5,12,13
4647,15,9,5,14,13,1
4648,13,17,10,2,7,1
4649,20,11,10,18,24,17
4650,20,19,11,12,6,14
4651,13,1,8,22,19,12
4652,18,20,24,2,3,11
4653,8,5,12,13,4,16
4654,10,4,17,5,3,20
4655,6,4,14,22,5,15
4656,18,19,15,22,17,4
4657,16,1,8,14,23,18
4658,14,8,10,16,19,3
4659,24,12,16,21,6,13
4660,2,24,11,5,16,8
4661,10,12,17,1,9,19
4662,15,3,9,22,16,11
4663,19,2,11,17,4,24
4664,19,4,8,24,12,18
4665,13,4,10,2,14,1
4666,1,5,23,22,14,9
4667,11,2,8,3,6,12
4668,1,7,9,18,24,4
4669,13,12,1,5,8,7
4670,15,21,14,17,7,24
4671,2,13,3,1,21,10
4672,7,20,16,15,24,14
4673,20,13,7,18,4,5
4674,5,8,6,17,22,24
4675,4,6,19,14,18,11
4676,16,10,24,19,14,2
4677,20,8,1,5,23,18
4678,14,16,7,23,20,10
4679,24,14,12,7,23,9
4680,9,15,11,17,13,24
4681,2,15,12,14,21,9
4682,14,15,22,23,9,12
4683,1,20,13,16,12,24
4684,1,20,21,19,6,7
4685,20,15,2,12,1,18
4686,2,9,12,14,6,11
4687,12,13,21,14,9,15
4688,2,12,16,14,9,17
4689,21,8,12,1,15,3
4690,15,17,10,19,16,9
4691,1,23,14,10,8,12
4692,9,20,23,8,5,22
4693,17,23,18,8,24,7
4694,7,3,6,8,1,22
4695,7,16,3,2,19,6
4696,4,5,20,2,9,7
4697,5,19,12,23,11,13
4698,4,8,15,17,6,23
4699,16,7,12,19,5,15
4700,16,3,11,18,20,13
4701,14,8,4,21,23,10
4702,18,4,3,9,5,17
4703,17,11,2,14,10,18
4704,1,10,19,7,18,22
4705,17,6,12,19,14,7
4706,9,22,2,12,18,20
4707,24,4,1,8,20,11
4708,3,1,10,6,19,18
4709,5,3,17,15,18,14
4710,1,20,17,10,19,3
4711,1,23,7,2,16,15
4712,9,12,15,5,13,1
4713,3,20,1,16,9,11
4714,2,8,11,22,23,18
4715,18,22,2,21,1,10
4716,24,7,16,3,12,23
4717,6,15,4,19,22,11
4718,2,16,19,12,3,5
4719,12,18,7,1,17,19
4720,17,5,19,12,9,8
4721,22,12,4,18,1,13
4722,7,14,4,8,23,22
4723,11,13,3,15,12,10
4724,11,4,5,14,1,17
4725,20,18,8,22,17,10
