,A,B,C,D,E,F,G,H,I,J,K,L
536,8,36,6,19,16,33,5,32,7,11,21,35
537,6,34,2,14,7,24,5,28,35,21,33,25
538,4,26,22,33,24,7,5,25,34,35,29,31
539,9,32,33,31,3,23,35,6,26,13,2,17
540,8,21,32,19,1,24,13,26,16,11,35,10
541,34,35,11,36,26,8,4,3,16,18,30,23
542,29,13,14,10,11,1,32,22,21,7,27,23
543,11,19,14,17,23,27,10,1,12,29,32,21
544,10,12,19,20,24,7,27,8,28,34,11,25
545,17,2,9,18,1,7,28,23,26,31,20,21
546,8,18,35,19,25,14,27,23,17,7,26,30
547,36,13,12,29,16,17,34,15,1,9,6,35
548,13,2,28,35,27,8,20,34,11,6,14,4
549,33,10,6,9,20,14,3,16,19,29,32,8
550,5,31,32,23,2,14,19,28,21,11,34,18
551,20,35,15,5,2,26,13,11,1,34,31,7
552,16,32,30,2,27,11,13,1,4,15,33,9
553,5,16,36,29,1,28,15,7,11,32,3,33
554,12,17,6,5,32,4,11,7,15,19,13,18
555,17,27,13,30,21,31,5,18,35,16,29,23
556,2,19,8,29,28,27,6,23,14,18,9,11
557,17,1,29,4,22,16,18,36,27,35,32,13
558,19,12,21,36,6,10,17,13,2,3,35,26
559,11,17,4,12,32,15,27,13,2,1,18,6
560,30,18,17,31,13,24,26,10,3,15,27,34
561,11,19,24,34,26,5,27,12,36,4,20,33
562,17,8,20,26,27,19,21,16,36,25,30,31
563,20,2,34,12,30,8,25,29,31,7,10,18
564,29,30,14,25,16,11,18,10,19,9,20,7
565,31,35,16,17,24,25,29,10,21,12,36,20
566,18,26,20,27,15,8,6,14,7,16,1,24
567,22,2,19,4,11,25,3,16,7,18,27,15
568,13,17,25,2,4,30,9,26,31,11,12,21
569,11,26,5,9,16,15,36,18,10,13,6,4
570,15,1,4,6,14,32,12,29,36,13,23,35
571,8,14,36,12,33,24,9,7,10,13,21,31
572,9,22,34,33,7,36,2,23,29,17,19,32
573,14,16,31,23,25,8,18,10,6,11,12,29
574,4,27,17,21,15,18,33,8,28,10,26,31
575,2,15,4,10,22,16,18,27,17,21,14,28
576,5,2,7,9,23,22,29,4,17,8,21,20
577,26,12,13,22,29,23,27,35,1,28,3,7
578,14,13,10,2,20,3,25,19,26,36,4,18
579,29,15,3,28,17,16,6,7,14,13,25,8
580,22,3,21,29,6,20,1,28,24,17,12,15
581,34,17,29,3,22,10,35,26,27,2,28,4
582,21,15,32,12,18,10,23,11,33,30,19,2
583,26,30,16,19,4,24,21,10,13,28,29,18
584,25,36,12,29,18,21,20,13,35,28,11,1
585,31,28,2,17,18,24,4,22,16,1,13,29
586,27,36,20,23,15,18,10,1,35,7,9,19
587,16,11,13,6,22,10,27,36,2,19,12,7
588,3,18,36,31,11,1,30,26,10,5,6,23
589,35,30,14,27,32,8,34,11,18,19,26,20
590,1,19,4,2,18,27,13,17,12,9,35,22
591,5,22,3,12,36,34,17,20,13,27,15,10
592,29,4,13,15,18,2,34,14,31,30,35,10
593,34,32,5,21,33,2,35,6,19,1,3,13
594,31,13,11,30,28,33,32,17,16,5,15,23
595,24,30,33,36,25,32,17,11,22,35,7,3
596,30,35,36,32,24,1,2,23,17,33,15,5
597,27,24,4,34,6,10,19,18,21,28,3,29
598,8,9,22,27,23,30,26,16,14,20,36,3
599,4,28,17,32,6,24,27,35,16,31,8,14
600,17,18,19,10,30,26,4,35,28,5,3,1
601,13,11,6,35,12,22,7,20,5,4,23,3
602,14,3,17,5,19,8,32,1,22,34,20,7
603,16,22,36,14,9,28,7,29,18,12,20,26
604,22,9,21,35,16,26,29,19,3,17,28,12
605,33,10,12,25,18,9,35,26,34,1,17,20
606,31,22,12,32,28,6,29,17,3,2,4,23
607,25,30,20,2,1,3,18,33,21,10,22,19
608,3,12,23,35,2,7,34,21,28,11,25,36
609,8,16,21,4,15,34,23,14,31,28,18,12
610,14,8,1,6,15,30,22,3,28,16,17,31
611,9,14,24,29,27,34,36,25,26,13,32,2
612,3,17,1,35,12,28,26,4,23,31,18,34
613,35,30,24,36,7,13,8,17,3,25,29,9
614,28,21,31,29,16,27,18,8,4,15,2,36
615,34,26,16,29,23,22,24,18,1,8,3,28
616,2,7,6,15,32,10,12,22,35,19,8,14
617,5,25,17,14,26,4,11,19,13,12,30,8
618,1,7,21,14,28,15,29,27,24,2,34,11
619,33,17,21,7,13,22,3,12,5,23,32,29
620,2,25,26,15,29,4,1,3,6,11,27,16
621,31,35,29,26,28,27,11,19,4,17,30,25
622,3,18,8,23,9,29,2,24,35,16,25,4
623,34,26,16,10,27,23,33,9,4,24,14,30
624,5,15,12,3,24,26,8,32,19,30,11,25
625,6,34,13,21,20,27,24,26,11,9,3,4
626,6,16,29,8,19,20,12,25,10,32,27,35
627,29,27,12,21,14,11,26,10,28,3,34,25
628,22,14,13,1,30,27,26,21,19,11,34,12
629,3,21,28,13,22,12,15,9,1,34,2,26
630,7,11,14,29,34,10,24,8,2,36,25,27
631,18,13,35,8,34,16,11,21,26,3,24,19
632,25,34,16,12,32,1,24,30,22,5,29,13
633,24,18,5,16,21,28,11,30,2,34,4,33
634,10,35,23,24,25,13,8,17,31,20,5,1
635,24,17,12,10,27,7,4,20,6,31,26,8
636,34,26,24,33,1,9,14,27,15,8,22,2
637,11,27,29,31,1,6,4,35,23,22,8,19
638,15,7,5,20,9,29,3,30,23,25,13,14
639,21,27,36,12,5,25,30,19,18,32,22,2
640,10,8,32,29,17,1,21,30,13,23,27,28
641,3,28,4,11,1,25,24,15,20,33,17,10
642,27,16,36,9,1,21,17,5,29,8,3,14
643,33,31,29,16,5,32,35,10,2,4,28,22
644,27,8,7,28,33,10,11,32,4,3,34,9
645,34,36,7,33,28,32,8,22,2,21,6,31
646,29,18,1,12,30,11,20,35,13,27,26,7
647,8,14,18,31,29,21,25,12,15,13,27,16
648,1,5,23,9,25,17,35,20,6,8,4,30
649,18,16,22,19,17,7,24,34,1,12,4,3
650,25,26,14,11,28,1,9,4,34,8,19,31
651,31,15,34,3,23,27,35,5,4,16,12,8
652,30,29,14,33,15,5,31,21,16,17,6,1
653,36,31,18,19,9,12,22,16,8,27,14,34
654,11,16,30,20,35,14,15,6,36,27,7,8
655,18,20,14,7,21,28,4,24,12,27,23,26
656,4,29,11,16,27,8,33,19,22,15,25,3
657,18,5,26,10,12,22,16,13,9,11,27,23
658,2,7,12,1,28,6,22,23,5,4,18,14
659,31,21,25,13,12,1,6,23,17,27,35,10
660,33,21,32,22,17,34,8,16,6,18,19,36
661,32,28,2,8,12,11,19,29,33,13,16,9
662,32,14,4,29,3,30,17,19,25,7,11,1
663,18,4,9,8,15,11,5,35,26,24,12,17
664,19,10,16,25,33,7,34,17,5,35,29,21
665,7,11,24,34,10,16,1,13,17,23,19,29
666,11,8,36,7,10,1,3,4,2,9,15,25
667,14,5,9,29,12,2,20,30,6,3,34,8
668,16,1,34,28,30,6,13,33,32,14,10,9
669,26,4,31,14,6,23,25,18,22,32,36,9
670,9,31,12,33,28,8,11,24,29,14,13,17
671,23,28,32,17,36,3,34,25,33,35,13,15
672,24,14,5,17,36,1,13,29,20,6,32,28
673,18,9,14,31,28,5,6,35,23,16,19,2
674,13,5,36,28,9,34,24,21,17,6,11,29
675,34,17,7,25,31,11,36,33,20,14,15,12
676,15,36,21,28,22,8,23,16,25,31,33,3
677,20,27,33,22,13,32,16,18,23,31,19,10
678,21,22,4,33,27,14,9,28,8,26,3,32
679,11,25,13,35,14,22,30,36,7,16,1,3
680,25,9,13,36,11,15,21,1,35,2,6,28
681,21,20,27,22,3,36,33,8,19,5,17,10
682,4,36,5,34,26,17,31,10,13,16,22,8
683,23,2,32,31,15,20,30,6,28,3,33,14
684,29,30,7,23,18,14,17,9,10,24,15,2
685,35,10,30,11,8,4,14,29,1,22,20,12
686,10,11,16,4,30,17,8,29,22,13,15,12
687,34,4,1,18,25,20,32,22,26,19,21,10
688,10,21,26,34,11,16,15,23,33,1,12,35
689,36,28,23,13,33,20,9,6,16,3,18,21
690,21,24,29,26,32,5,36,34,18,16,27,10
691,12,28,30,11,3,2,19,25,23,35,24,5
692,11,33,35,15,8,23,27,2,28,21,26,10
693,8,18,33,27,10,36,3,30,22,7,6,34
694,11,33,29,2,1,35,26,7,10,14,19,18
695,10,14,1,24,30,11,28,8,23,36,34,29
696,5,30,35,2,33,6,21,28,19,7,27,12
697,21,24,15,30,12,17,6,31,2,9,1,14
698,23,7,22,12,10,16,27,26,31,33,1,2
699,9,32,3,17,5,22,34,29,18,21,33,23
700,13,25,3,9,32,33,29,12,10,15,5,22
701,17,19,30,27,24,4,14,31,16,10,28,11
702,25,26,13,17,34,9,20,36,6,31,3,35
703,2,26,6,3,35,21,12,4,10,23,18,31
704,36,12,17,31,27,19,18,5,8,32,21,35
705,34,5,30,10,17,12,31,20,22,23,19,8
706,27,8,1,17,19,15,18,11,16,28,33,14
707,24,30,29,13,35,27,18,2,16,14,10,25
708,10,13,21,12,34,23,30,35,29,8,7,5
709,17,11,7,13,32,27,8,18,14,4,25,33
710,16,5,15,19,33,22,9,31,6,20,27,4
711,11,10,36,31,9,18,33,21,27,24,35,4
712,16,29,30,12,13,22,20,7,15,31,23,24
713,15,27,2,5,26,14,28,1,7,24,6,9
714,13,26,20,12,16,33,29,14,11,34,24,7
715,16,5,18,30,3,34,29,19,1,36,7,35
716,8,11,10,1,36,22,20,3,30,21,6,29
717,9,4,18,33,21,13,22,28,11,5,31,26
718,36,19,26,2,9,16,27,3,14,21,23,13
719,31,34,14,24,3,16,33,21,2,17,7,36
720,33,19,4,23,36,24,20,25,12,7,1,6
721,28,19,7,1,13,3,30,36,15,34,4,33
722,1,4,17,34,6,16,13,22,8,28,14,18
723,2,15,8,14,34,24,30,23,17,11,1,13
724,29,36,30,20,14,13,32,26,19,18,12,10
725,7,28,19,25,33,16,36,34,23,21,17,2
726,36,9,13,27,26,34,17,22,5,6,10,28
727,7,19,36,20,26,24,11,8,12,25,21,10
728,27,7,28,10,9,35,36,4,13,19,32,8
729,7,10,17,1,29,32,2,14,16,9,23,26
730,33,24,13,3,8,21,6,9,29,25,17,19
731,35,15,31,25,18,24,21,20,26,30,17,1
732,15,16,28,30,11,34,4,17,22,2,8,12
733,4,30,1,31,25,10,2,23,3,18,7,32
734,33,5,8,24,28,36,3,16,15,19,4,18
735,11,3,12,17,20,29,2,25,36,26,4,1
736,15,23,21,30,34,31,2,33,9,35,36,24
737,29,2,30,5,28,15,8,23,20,1,14,6
738,18,9,13,12,28,25,19,30,34,2,24,31
739,36,33,18,7,8,34,16,13,3,11,15,31
740,22,25,30,28,27,7,2,10,20,29,23,1
741,16,8,33,31,14,18,19,12,3,28,34,5
742,13,20,24,33,23,15,31,2,12,11,36,26
743,24,17,34,27,36,1,31,12,18,8,26,23
744,23,22,9,34,6,5,26,17,24,32,25,4
745,12,4,5,8,22,21,35,23,11,17,25,29
746,26,30,15,33,18,23,17,16,8,31,11,19
747,9,13,21,15,12,20,30,28,32,6,10,31
748,16,7,30,15,28,31,9,1,11,6,23,25
749,35,9,21,28,34,8,18,10,23,19,25,32
750,32,8,34,25,9,23,11,24,28,12,31,17
751,18,5,9,27,31,6,21,23,26,1,3,24
752,29,34,4,6,27,32,5,14,18,3,36,17
753,31,4,21,36,10,1,13,12,16,28,34,6
754,29,6,27,18,1,5,25,19,21,17,12,24
755,26,18,12,16,11,28,23,6,31,9,27,24
756,7,5,27,29,4,2,3,30,21,24,19,25
757,31,36,6,23,8,26,34,33,35,11,14,5
758,20,31,15,36,22,30,19,35,8,7,5,4
759,26,20,11,31,30,18,29,23,34,16,1,33
760,2,7,4,28,35,33,11,19,25,3,24,27
761,23,32,1,33,36,14,5,13,10,34,16,29
762,28,9,6,27,1,10,33,14,29,21,20,36
763,33,22,4,24,28,23,29,6,20,32,30,5
764,30,10,11,3,5,15,19,9,2,34,18,35
765,21,29,10,11,15,28,9,19,27,6,17,32
766,26,9,30,15,1,33,7,19,36,12,20,8
767,8,20,25,13,29,5,17,33,6,28,22,4
768,18,36,35,21,6,24,33,11,19,14,5,3
769,1,18,4,30,8,19,26,3,13,25,14,31
770,3,12,13,24,1,2,14,16,35,11,34,7
771,23,6,33,11,22,9,2,29,17,32,4,10
772,24,33,1,13,12,9,22,27,28,3,19,26
773,3,36,9,4,31,12,33,24,5,27,26,8
774,31,13,33,21,9,11,5,26,28,24,36,6
775,34,5,21,18,35,10,30,23,13,15,27,9
776,32,30,31,19,29,28,21,15,18,6,13,5
777,7,23,34,4,31,12,21,8,9,2,1,13
778,11,21,24,32,16,36,2,18,4,31,22,34
779,1,13,7,22,5,9,10,36,33,35,15,31
780,3,7,17,19,14,27,18,28,5,31,16,33
781,8,11,24,21,15,4,10,7,9,36,18,17
782,9,5,20,13,7,22,14,12,8,3,24,17
783,35,8,18,22,9,28,7,17,36,11,12,21
784,7,32,20,6,33,35,36,28,19,25,14,12
785,32,16,35,14,6,29,8,26,24,23,33,4
786,4,16,18,34,19,30,28,21,23,7,5,27
787,15,20,18,34,24,8,12,4,10,27,16,19
788,7,20,24,23,25,5,18,19,3,2,10,22
789,19,21,20,25,33,15,16,31,2,6,26,3
790,9,2,33,24,20,35,4,10,29,5,28,6
791,21,20,33,16,11,9,19,10,15,8,35,7
792,27,30,6,18,26,29,5,28,9,1,21,24
793,25,32,30,13,11,14,10,19,34,35,16,21
794,25,22,32,19,21,7,29,5,31,33,36,34
795,12,9,4,30,10,7,28,27,26,6,36,21
796,22,33,8,36,11,23,12,27,20,17,32,7
797,3,19,10,30,14,15,36,22,21,4,5,26
798,12,32,18,25,20,10,9,4,3,26,15,11
799,5,10,28,4,24,11,2,12,18,31,30,20
800,34,1,2,24,14,12,4,20,18,11,7,25
801,29,10,28,1,25,12,23,17,5,14,34,2
802,32,30,1,36,21,4,13,35,15,5,6,23
803,21,29,8,16,6,9,35,12,34,11,32,30
804,24,28,21,30,6,26,13,14,25,27,20,19
805,22,17,19,5,4,23,34,29,26,31,6,9
806,10,14,35,32,31,23,33,2,20,19,29,4
807,7,2,19,13,20,24,18,14,31,1,4,34
808,2,1,25,26,32,33,31,27,7,13,9,29
809,21,31,4,13,14,17,30,10,33,2,8,6
810,32,4,25,34,26,24,18,8,17,20,33,6
811,10,19,21,33,8,27,26,9,7,18,35,32
812,4,25,29,18,9,35,28,17,15,31,21,27
813,15,18,36,14,6,21,29,11,9,10,2,30
814,17,24,6,3,18,19,7,10,27,11,4,8
815,9,29,22,36,17,7,18,34,10,31,19,6
816,30,6,33,1,31,8,7,26,29,11,19,2
817,21,22,26,14,9,13,32,15,6,18,7,19
818,8,36,31,7,16,22,13,3,25,28,6,24
819,30,3,14,19,31,13,8,16,7,34,26,20
820,11,3,9,6,18,17,30,22,26,23,12,24
821,11,1,14,10,19,5,29,30,22,23,31,21
822,34,28,13,17,2,36,30,4,7,24,20,3
823,4,35,14,1,22,24,15,8,11,29,12,26
824,1,22,36,27,18,3,15,29,11,19,4,30
825,27,17,23,30,31,11,15,33,20,14,19,26
826,8,26,14,18,28,21,5,10,6,23,2,34
827,17,1,28,16,4,33,2,29,26,14,30,19
828,8,6,31,3,34,35,5,22,13,26,20,4
829,35,9,11,14,1,17,30,33,13,25,21,3
830,18,15,24,8,20,30,34,29,2,26,5,32
831,2,23,4,5,3,34,36,16,8,26,10,17
832,20,27,5,15,21,31,14,19,1,3,25,33
833,11,30,20,18,2,8,12,33,35,24,1,36
834,26,25,29,36,6,2,1,9,27,7,32,15
835,32,27,29,3,34,4,28,10,30,13,25,1
836,6,23,4,36,31,1,15,26,11,20,18,9
837,28,27,8,11,2,16,29,3,10,24,14,12
838,19,16,30,8,11,1,2,27,26,35,29,36
839,2,25,13,36,17,12,35,5,22,20,24,26
840,36,31,19,30,23,27,24,15,35,11,16,33
841,22,35,3,23,24,31,25,15,18,30,28,21
842,1,11,36,3,25,8,14,12,5,20,28,35
843,6,36,32,1,17,24,4,25,34,2,22,27
844,36,20,30,11,34,5,18,33,3,8,9,21
845,1,29,34,16,24,35,27,32,7,13,4,20
846,21,19,10,18,2,4,33,30,29,23,24,17
847,31,24,9,30,28,29,2,20,4,3,19,36
848,36,31,8,26,7,3,20,17,15,27,5,29
849,31,5,21,30,33,19,9,1,12,28,18,32
850,35,32,34,23,16,4,28,2,9,5,30,15
851,16,4,33,22,26,19,11,2,8,6,1,31
852,6,28,24,4,11,12,1,35,7,16,33,14
853,2,9,21,10,12,24,18,32,14,33,19,22
854,8,23,29,18,1,13,36,34,33,30,22,19
855,3,25,26,12,2,10,11,29,35,18,34,16
856,25,16,12,26,10,2,22,15,18,24,4,27
857,26,20,29,23,17,7,32,28,6,25,33,2
858,35,1,6,11,10,3,18,19,5,28,20,7
859,31,26,35,32,14,4,34,17,30,27,15,22
860,4,7,23,3,19,1,31,6,25,2,8,30
861,29,3,4,8,32,19,1,30,7,11,28,34
862,29,32,3,11,5,19,7,14,26,12,9,13
863,18,17,23,14,27,16,30,28,3,19,11,9
864,26,34,32,15,11,35,8,28,10,5,13,1
865,14,30,32,3,7,26,10,12,2,27,11,34
866,28,10,2,17,29,14,24,7,27,6,26,3
867,31,19,3,11,20,12,4,36,21,23,24,14
868,28,25,26,34,22,17,3,29,18,15,5,32
869,18,29,14,1,26,33,21,3,23,25,24,5
870,21,25,26,11,34,24,5,30,16,33,18,29
871,23,24,20,22,8,30,6,36,27,12,5,16
872,7,20,17,23,29,13,24,25,12,3,32,15
873,23,32,30,1,4,6,26,27,35,10,11,24
874,35,17,23,20,13,24,9,11,18,3,29,14
875,31,9,19,8,25,21,20,29,16,36,32,28
876,26,34,4,31,33,27,16,22,23,10,21,7
877,30,26,15,31,28,16,10,13,19,36,12,14
878,8,11,25,14,34,24,27,16,20,2,12,23
879,7,19,23,3,31,2,17,15,6,26,29,12
880,15,2,26,20,24,10,8,27,23,6,4,31
881,29,34,19,1,16,14,33,20,24,36,18,25
882,35,18,33,36,20,34,4,1,21,16,8,7
883,22,23,7,2,4,33,19,5,18,29,21,16
884,5,8,2,11,23,27,7,36,1,35,3,34
885,4,28,1,33,23,9,29,7,25,36,32,19
886,12,27,2,32,22,9,14,17,7,36,15,24
887,16,13,6,1,24,28,36,31,25,27,19,33
888,11,14,35,21,20,9,1,4,17,18,3,12
889,4,35,36,16,29,20,7,23,13,18,27,9
890,13,1,14,5,35,28,8,9,16,7,24,22
891,17,24,33,21,5,20,14,35,9,11,4,18
892,32,12,8,4,18,24,29,19,28,9,36,13
893,12,28,10,25,7,5,1,6,31,9,15,11
894,25,20,19,15,16,18,33,8,21,6,1,30
895,29,20,32,25,8,31,22,4,11,1,21,3
896,30,31,26,11,5,32,9,3,22,15,36,20
897,14,31,3,30,32,18,20,2,26,21,16,10
898,3,6,28,29,24,26,16,9,32,35,27,4
899,19,3,10,20,15,14,2,23,26,22,9,29
900,33,28,21,11,7,15,5,14,31,29,27,8
901,15,29,30,16,9,10,7,25,24,34,32,36
902,2,21,9,29,14,22,1,8,4,25,17,18
903,19,5,11,17,35,13,10,18,6,36,32,28
904,16,18,14,21,29,20,8,26,27,6,3,28
905,8,28,23,20,1,29,12,13,6,16,22,3
906,36,28,35,24,7,31,22,8,16,33,21,29
907,8,12,32,9,5,17,4,23,7,18,30,11
908,16,19,11,24,7,21,2,30,14,34,20,23
909,3,18,23,12,17,10,4,35,19,24,22,15
910,31,15,35,24,18,26,20,22,32,25,7,17
911,20,9,14,6,18,13,16,12,3,25,33,17
912,10,3,7,9,11,14,1,28,22,8,26,20
913,1,6,33,24,20,12,7,25,14,23,19,32
914,8,2,9,7,11,13,34,29,1,17,6,36
915,34,21,24,16,14,5,9,6,36,26,35,20
916,14,34,10,8,9,4,26,16,2,15,17,13
917,10,7,27,6,12,20,15,9,13,31,17,26
918,33,16,4,1,17,6,3,27,12,30,35,14
919,22,34,4,10,30,13,5,21,31,16,14,12
920,17,19,7,28,8,36,4,29,21,33,35,9
921,35,24,36,26,27,13,19,16,9,32,7,5
922,29,9,34,28,30,7,26,36,6,17,10,4
923,26,11,27,34,16,1,17,14,36,31,23,28
924,9,13,26,1,32,27,21,22,33,7,28,19
925,27,25,1,17,7,15,3,21,30,28,14,12
926,32,3,26,28,23,29,1,18,9,27,25,20
927,12,6,28,32,14,3,19,35,4,8,7,27
928,17,19,29,23,35,1,21,11,12,13,22,16
929,11,24,35,2,1,23,13,33,32,14,28,10
930,6,21,24,14,26,17,29,12,22,10,16,19
931,21,31,11,3,9,10,20,18,23,28,35,25
932,9,24,20,25,30,22,26,31,28,4,35,13
933,12,32,9,7,34,13,27,20,29,4,15,33
934,20,22,21,32,18,17,6,19,10,15,29,9
935,21,10,22,36,3,6,29,25,17,11,5,13
936,11,20,3,22,5,7,23,30,19,18,16,32
937,36,20,26,29,19,6,4,5,31,22,17,30
938,20,28,17,14,27,8,2,18,24,29,6,22
939,9,11,17,36,30,16,6,3,24,1,20,18
940,20,28,27,8,15,2,24,36,1,16,34,21
941,33,36,22,20,13,7,23,10,18,12,11,19
942,16,11,28,12,1,21,35,29,5,36,18,13
943,28,14,18,24,17,33,25,31,7,34,3,1
944,5,15,2,20,14,10,19,13,36,26,11,23
945,24,27,5,4,26,35,8,33,17,12,29,7
946,34,32,21,17,30,11,26,28,24,2,7,18
947,3,32,16,23,1,15,30,34,27,14,2,7
948,35,3,36,8,23,2,22,27,31,21,15,18
949,17,30,18,12,26,34,11,15,13,5,22,6
950,30,26,24,11,28,3,31,29,6,18,10,22
951,5,28,6,27,4,17,22,25,10,30,20,11
952,35,19,16,32,28,1,11,17,7,20,15,14
953,21,14,13,6,23,11,17,20,35,30,22,9
954,16,12,31,4,5,13,30,24,21,6,28,27
955,18,30,19,21,9,2,12,17,26,13,25,29
956,14,27,29,9,8,30,18,16,11,10,22,21
957,25,24,26,17,4,8,22,28,10,34,32,5
958,4,25,1,30,32,19,34,12,21,15,9,10
959,9,1,15,28,21,32,5,34,16,19,24,36
960,27,3,11,26,31,30,23,1,9,17,20,35
961,7,32,28,8,34,2,35,21,19,20,23,17
962,19,29,1,14,22,15,9,33,24,4,13,5
963,24,35,16,22,31,14,28,18,29,25,26,10
964,19,4,17,13,21,12,28,20,1,18,31,22
965,31,35,13,24,36,33,2,27,25,21,3,8
966,16,28,31,5,15,13,10,14,24,7,29,3
967,25,20,7,1,2,29,16,6,10,9,11,15
968,19,24,2,9,33,14,7,26,32,22,31,21
969,18,8,28,15,6,1,27,12,10,26,32,25
970,9,31,1,10,8,25,30,13,6,5,18,17
971,1,32,3,23,27,4,15,12,13,5,11,19
972,26,29,22,20,7,27,36,28,25,21,4,15
973,23,9,25,7,24,3,14,27,21,15,29,13
974,36,3,5,30,12,25,4,34,26,33,24,35
975,6,23,12,20,33,17,5,19,29,3,16,11
976,26,9,19,22,2,28,17,5,7,1,25,6
977,8,15,21,19,20,22,9,11,17,32,35,4
978,33,16,7,8,1,17,25,6,30,21,5,14
979,25,11,20,29,2,4,1,21,13,23,10,17
980,36,22,23,12,6,18,1,26,21,13,14,35
981,12,16,26,22,33,28,23,8,27,17,21,25
982,27,4,25,19,21,9,8,6,14,3,35,34
983,35,1,20,5,10,32,19,12,36,27,6,31
984,30,16,14,21,36,25,22,3,27,11,28,7
985,10,1,35,24,30,8,4,12,31,33,13,26
986,26,10,29,27,4,34,20,24,30,28,18,31
987,10,15,35,5,20,30,21,16,28,6,24,4
988,30,25,29,24,21,34,2,7,36,28,10,5
989,14,19,33,23,11,26,31,5,2,18,15,28
990,10,25,27,21,36,31,16,22,30,2,13,23
991,34,13,20,14,16,7,27,31,5,12,17,32
992,16,20,13,22,34,8,35,28,10,33,27,30
993,1,11,12,10,35,25,3,15,31,26,17,4
994,11,31,19,4,2,29,23,27,10,13,5,12
995,35,6,1,33,11,23,15,17,21,22,31,19
996,4,13,9,2,29,6,31,20,32,35,12,26
997,7,9,13,5,1,32,15,27,6,11,21,3
998,34,32,23,14,4,27,7,10,6,31,21,17
999,1,31,35,22,28,29,32,21,19,24,5,16
1000,18,16,24,32,28,29,21,34,1,6,15,8
1001,3,31,21,2,25,14,32,24,8,33,19,23
1002,24,33,1,14,16,10,20,11,23,15,27,32
1003,28,9,20,27,23,17,29,22,1,4,18,3
1004,21,3,18,13,24,16,12,32,27,28,1,35
1005,22,17,16,15,1,12,19,2,29,3,8,31
1006,28,6,34,25,23,31,19,5,9,3,27,15
1007,27,17,29,14,3,24,32,13,19,12,36,9
1008,6,24,30,5,15,28,4,22,20,7,19,10
1009,32,22,4,14,17,9,36,33,5,19,11,18
1010,10,15,20,7,9,25,23,6,18,26,22,8
1011,11,12,21,25,2,13,4,15,9,36,7,16
1012,14,8,17,10,32,28,6,30,13,11,24,20
1013,24,17,30,3,12,8,7,25,1,9,34,16
1014,13,7,20,35,3,36,19,30,17,23,9,5
1015,22,5,3,12,18,23,7,16,29,28,25,1
1016,8,11,21,1,9,28,36,19,34,18,16,20
1017,29,23,20,36,9,32,6,5,27,28,24,25
1018,11,25,31,3,19,10,4,7,33,20,35,6
1019,2,22,8,36,12,26,7,33,13,29,11,10
1020,33,4,1,12,32,35,13,8,31,2,36,21
1021,15,35,8,34,27,29,2,3,36,24,28,32
1022,26,3,10,21,9,25,20,28,24,31,11,29
1023,17,32,34,10,24,20,2,15,7,5,27,22
1024,31,16,35,4,21,24,18,8,12,20,10,9
1025,36,19,28,22,10,34,32,3,9,27,5,17
1026,25,36,9,28,26,13,24,34,33,21,16,35
1027,4,28,5,25,17,21,26,31,27,8,6,22
1028,3,23,36,32,11,10,20,4,13,34,7,2
1029,18,9,11,16,14,33,23,8,12,3,31,6
1030,14,34,32,28,17,31,7,1,29,19,25,30
1031,19,35,31,36,33,16,17,4,11,24,20,30
1032,25,33,10,4,17,11,5,3,35,31,28,22
1033,35,13,14,5,6,30,4,7,22,31,8,27
1034,10,4,12,22,24,27,36,3,30,17,2,1
1035,2,31,34,20,28,4,27,9,17,18,30,7
1036,5,29,25,13,17,4,7,30,35,18,21,3
1037,17,15,2,16,25,9,3,31,30,34,8,36
1038,29,19,4,23,8,5,33,26,32,15,24,12
1039,33,35,20,8,25,3,32,18,4,17,9,31
1040,1,29,22,5,16,32,33,26,34,13,17,6
1041,20,36,1,29,18,16,21,33,8,28,9,24
1042,28,36,9,35,3,17,8,12,24,10,33,11
1043,17,30,11,1,15,7,22,2,26,23,25,3
1044,5,11,10,32,3,13,29,9,31,22,21,23
1045,21,34,30,22,28,24,4,35,3,19,36,11
1046,18,27,30,10,16,22,11,4,36,26,15,3
1047,23,14,18,13,4,15,2,12,8,1,34,7
1048,34,22,12,25,21,6,2,11,33,29,35,28
1049,24,34,17,3,19,7,36,31,1,14,9,20
1050,17,15,35,8,16,18,10,31,29,3,21,24
1051,30,6,33,20,18,15,7,22,2,9,14,16
1052,13,22,8,28,29,27,34,30,32,9,16,35
1053,33,34,8,29,15,18,30,28,19,26,11,23
1054,11,35,27,13,29,2,15,12,31,3,21,32
1055,27,33,18,3,12,7,34,24,13,6,21,19
1056,15,5,3,1,9,12,31,33,35,4,14,19
1057,26,31,17,4,6,12,20,9,16,28,32,22
1058,36,14,26,20,2,34,25,17,28,7,21,5
1059,30,26,31,2,9,23,11,4,14,29,20,25
1060,35,3,8,5,31,15,19,6,20,14,18,12
1061,15,31,34,1,29,23,35,10,26,3,7,20
1062,4,19,20,33,34,32,18,15,7,27,35,12
1063,17,35,2,1,23,19,14,32,27,8,29,3
1064,3,13,24,33,35,4,34,23,7,20,10,17
1065,20,11,36,24,4,8,26,29,1,7,16,9
1066,29,14,36,10,17,33,5,7,34,24,8,35
1067,6,12,24,34,26,17,28,35,8,31,30,7
1068,31,18,24,28,9,33,35,17,2,36,29,14
1069,17,12,6,18,2,14,7,34,24,20,26,25
